"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"399",549,"No Account",24,"Delay Paid","Car(New)",2538,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",47,"None","Own","2 or 3","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"400",550,"No Account",14,"Delay Paid","Car(New)",802,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",27,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"401",551,"0 <= ... < 200 EU",10,"Existing Paid","Furniture/Equipment",1521,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",31,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"402",552,"No Account",24,"Critical Account","Radio/Television",2611,"< 100 EU",">= 7 Years","> 35%","Co-Applicant","4 - 7 Years","Real Estate",46,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"403",553,"No Account",24,"Critical Account","Radio/Television",1851,"< 100 EU","4 <= ... < 7 Years","> 35%","Guarantor","1 - 4 Years","Car or Other",33,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"404",554,"< 0 EU",10,"Critical Account","Furniture/Equipment",2132,"Unknown","< 1 Year","20% - 25%","Co-Applicant","4 - 7 Years","Real Estate",27,"None","Rent","2 or 3","Skilled Official","< 3","None","No","Good","Female","Divorced/Separated/Married"
"405",555,"0 <= ... < 200 EU",24,"Critical Account","Car(Used)",7758,">= 1000 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",29,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"406",556,"No Account",6,"Critical Account","Radio/Television",1740,"< 100 EU",">= 7 Years","20% - 25%","None","1 - 4 Years","Real Estate",30,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"407",557,"No Account",36,"Critical Account","Car(Used)",11054,"Unknown","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",30,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"408",558,"No Account",24,"Critical Account","Radio/Television",2684,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",35,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"409",559,"< 0 EU",9,"Existing Paid","Car(New)",1422,"< 100 EU","< 1 Year","25% - 35%","None","1 - 4 Years","Unknown",27,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"410",560,"< 0 EU",12,"Existing Paid","Furniture/Equipment",1289,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","< 1 Year","Savings Agreement/Life Insurance",21,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"411",561,"< 0 EU",42,"Existing Paid","Furniture/Equipment",7882,"< 100 EU","4 <= ... < 7 Years","20% - 25%","Guarantor","> 7 Years","Savings Agreement/Life Insurance",45,"None","For Free","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"412",562,"No Account",12,"Existing Paid","Car(New)",1386,"500 <= ... < 1000 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",26,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"413",563,">= 200 EU",6,"Existing Paid","Furniture/Equipment",2116,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",41,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"414",564,"< 0 EU",24,"Existing Paid","Radio/Television",3660,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",28,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"415",565,"No Account",15,"Critical Account","Furniture/Equipment",1520,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",63,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"416",566,"< 0 EU",36,"Existing Paid","Furniture/Equipment",5179,"< 100 EU","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",29,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"417",567,">= 200 EU",6,"Critical Account","Car(New)",1343,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Real Estate",46,"None","Own","2 or 3","Skilled Official",">= 3","None","No","Good","Male","Single"
"418",568,"< 0 EU",12,"Existing Paid","Furniture/Equipment",1262,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",49,"None","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"419",569,"No Account",15,"Critical Account","Furniture/Equipment",2788,"< 100 EU","4 <= ... < 7 Years","20% - 25%","Co-Applicant","4 - 7 Years","Car or Other",24,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"420",570,"< 0 EU",12,"Existing Paid","Furniture/Equipment",2577,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","< 1 Year","Car or Other",42,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"421",571,"< 0 EU",12,"Critical Account","Car(New)",691,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",35,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"422",572,"0 <= ... < 200 EU",24,"Existing Paid","Furniture/Equipment",3069,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",30,"None","For Free","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"423",573,"0 <= ... < 200 EU",36,"Delay Paid","Business",9857,"100 <= ... < 500 EU","4 <= ... < 7 Years","< 20%","None","4 - 7 Years","Savings Agreement/Life Insurance",31,"None","Own","2 or 3","Unskilled Resident",">= 3","Registered","Yes","Good","Male","Single"
"424",574,"0 <= ... < 200 EU",18,"Existing Paid","Radio/Television",866,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","1 - 4 Years","Real Estate",25,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"425",575,"No Account",27,"Existing Paid","Car(New)",2570,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","4 - 7 Years","Real Estate",21,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"426",576,"< 0 EU",9,"Existing Paid","Radio/Television",1364,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","> 7 Years","Real Estate",59,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"427",577,"< 0 EU",18,"Existing Paid","Radio/Television",2600,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",65,"None","For Free","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"428",578,"No Account",21,"Critical Account","Car(New)",12680,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Unknown",30,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"429",579,"< 0 EU",12,"Existing Paid","Car(New)",1168,"< 100 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Real Estate",27,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"430",580,">= 200 EU",15,"Critical Account","Car(Used)",2360,"500 <= ... < 1000 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",36,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"431",581,">= 200 EU",12,"Existing Paid","Radio/Television",3399,"Unknown",">= 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",37,"None","Own","1","Highly Qualified","< 3","None","Yes","Good","Male","Single"
"432",582,"No Account",15,"Existing Paid","Furniture/Equipment",2221,"500 <= ... < 1000 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",20,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"433",583,"< 0 EU",18,"All Paid","Car(New)",1442,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Unknown",32,"Bank","For Free","2 or 3","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"434",584,"No Account",30,"Critical Account","Radio/Television",5771,"< 100 EU","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Car or Other",25,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"435",585,"< 0 EU",15,"Critical Account","Furniture/Equipment",975,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","4 - 7 Years","Savings Agreement/Life Insurance",25,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"436",586,"0 <= ... < 200 EU",15,"None Taken","Car(New)",1778,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Real Estate",26,"None","Rent","2 or 3","Unemployed Non-resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"437",587,"No Account",12,"Critical Account","Car(New)",926,"< 100 EU","Unemployed","< 20%","None","1 - 4 Years","Savings Agreement/Life Insurance",38,"None","Own","1","Unemployed Non-resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"438",588,"No Account",18,"Critical Account","Car(New)",1028,"< 100 EU","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Real Estate",36,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"439",589,"< 0 EU",24,"Delay Paid","Car(New)",1333,"< 100 EU","Unemployed","> 35%","None","1 - 4 Years","Real Estate",43,"None","For Free","2 or 3","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"440",590,"< 0 EU",14,"Existing Paid","Car(New)",8978,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",45,"None","Own","1","Highly Qualified","< 3","Registered","No","Bad","Male","Divorced/Separated/Married"
"441",591,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",1331,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Car or Other",22,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"442",592,"0 <= ... < 200 EU",21,"Existing Paid","Furniture/Equipment",3976,"Unknown","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",35,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"443",593,"No Account",36,"Critical Account","Car(New)",3535,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",37,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"444",594,"0 <= ... < 200 EU",24,"Existing Paid","Furniture/Equipment",4057,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","4 - 7 Years","Car or Other",43,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"445",595,"< 0 EU",15,"Existing Paid","Furniture/Equipment",1845,"< 100 EU","< 1 Year","> 35%","Guarantor","< 1 Year","Savings Agreement/Life Insurance",46,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"446",596,"No Account",24,"Existing Paid","Radio/Television",1413,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",28,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"447",597,"< 0 EU",36,"Critical Account","Education",8065,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Unknown",25,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"448",598,"< 0 EU",8,"Critical Account","Car(New)",713,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",47,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"449",599,"< 0 EU",24,"Existing Paid","Radio/Television",1603,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",55,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"450",600,"< 0 EU",24,"Existing Paid","Furniture/Equipment",3234,"< 100 EU","< 1 Year","> 35%","None","> 7 Years","Real Estate",23,"None","Rent","1","Unskilled Resident","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"451",601,"No Account",18,"Critical Account","Radio/Television",1582,">= 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",46,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"452",602,"No Account",15,"Existing Paid","Car(Used)",3812,"100 <= ... < 500 EU","< 1 Year","< 20%","None","> 7 Years","Car or Other",23,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"453",603,"No Account",15,"All Paid","Radio/Television",1569,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",34,"Bank","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"454",604,"< 0 EU",24,"Critical Account","Business",1382,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","< 1 Year","Real Estate",26,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"455",605,">= 200 EU",15,"Existing Paid","Business",2687,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",26,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"456",606,">= 200 EU",24,"Critical Account","Business",1275,">= 1000 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Real Estate",36,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"457",607,"No Account",12,"Existing Paid","Furniture/Equipment",1736,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","> 7 Years","Real Estate",31,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"458",608,"< 0 EU",60,"Existing Paid","Business",7297,"< 100 EU",">= 7 Years","> 35%","Co-Applicant","> 7 Years","Unknown",36,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"459",609,"No Account",9,"Critical Account","Car(New)",2134,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",48,"None","Own","4 or 5","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"460",610,"< 0 EU",36,"Existing Paid","Car(New)",3249,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Unknown",39,"Bank","For Free","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"461",611,"0 <= ... < 200 EU",8,"Existing Paid","Furniture/Equipment",1237,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","> 7 Years","Real Estate",24,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"462",612,"No Account",9,"Existing Paid","Appliances",1236,"< 100 EU","< 1 Year","< 20%","None","> 7 Years","Real Estate",23,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"463",613,"< 0 EU",15,"Existing Paid","Radio/Television",1053,"< 100 EU","< 1 Year","> 35%","None","1 - 4 Years","Real Estate",27,"None","Own","1","Skilled Official","< 3","None","No","Good","Male","Divorced/Separated/Married"
"464",614,"No Account",12,"Existing Paid","Car(Used)",1413,">= 1000 EU","4 <= ... < 7 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",55,"None","Own","1","Skilled Official","< 3","None","No","Good","Male","Single"
"465",615,"No Account",12,"Existing Paid","Radio/Television",886,"Unknown","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",21,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"466",616,"No Account",6,"Existing Paid","Radio/Television",1346,"100 <= ... < 500 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",42,"Bank","For Free","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"467",617,"No Account",10,"Existing Paid","Furniture/Equipment",2210,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",25,"None","Rent","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"468",618,"No Account",12,"Existing Paid","Radio/Television",2073,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","Co-Applicant","1 - 4 Years","Real Estate",28,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"469",619,"0 <= ... < 200 EU",36,"Delay Paid","Car(New)",2225,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",57,"Bank","For Free","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"470",620,"0 <= ... < 200 EU",11,"Existing Paid","Furniture/Equipment",1577,">= 1000 EU","< 1 Year","> 35%","None","< 1 Year","Real Estate",20,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"471",621,"< 0 EU",36,"Existing Paid","Furniture/Equipment",3959,"< 100 EU","Unemployed","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",30,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"472",622,">= 200 EU",15,"Critical Account","Radio/Television",1271,"Unknown","1 <= ... < 4 Years","25% - 35%","None","> 7 Years","Unknown",39,"None","For Free","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"473",623,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",625,"< 100 EU","< 1 Year","> 35%","Guarantor","< 1 Year","Real Estate",26,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"474",624,"No Account",60,"Critical Account","Car(New)",13756,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",63,"Bank","For Free","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"475",625,"No Account",18,"Critical Account","Car(New)",1055,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",30,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"476",626,"No Account",36,"Delay Paid","Car(Used)",8947,"Unknown","4 <= ... < 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",31,"Stores","Own","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"477",627,"0 <= ... < 200 EU",6,"Delay Paid","Car(New)",1209,"< 100 EU","Unemployed","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",47,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"478",628,"No Account",24,"Existing Paid","Radio/Television",1552,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","< 1 Year","Car or Other",32,"Bank","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"479",629,"< 0 EU",24,"Delay Paid","Car(New)",4870,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","> 7 Years","Unknown",53,"None","For Free","2 or 3","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"480",630,"0 <= ... < 200 EU",60,"Existing Paid","Car(New)",14027,"< 100 EU","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Unknown",27,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"481",631,">= 200 EU",30,"Delay Paid","Business",1908,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",66,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"482",632,"0 <= ... < 200 EU",7,"Existing Paid","Radio/Television",2576,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Guarantor","1 - 4 Years","Real Estate",35,"None","Own","1","Skilled Official","< 3","None","No","Good","Male","Single"
"483",633,"0 <= ... < 200 EU",6,"All Paid","Education",433,">= 1000 EU","< 1 Year","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",24,"Bank","Rent","1","Skilled Official",">= 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"484",634,"No Account",18,"Existing Paid","Car(New)",6761,"Unknown","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",68,"Stores","Rent","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"485",635,"0 <= ... < 200 EU",24,"Existing Paid","Car(New)",3512,"100 <= ... < 500 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",38,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"486",636,"No Account",24,"Delay Paid","Business",2978,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",32,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"487",637,"0 <= ... < 200 EU",36,"Existing Paid","Radio/Television",2323,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",24,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"488",638,"< 0 EU",30,"Existing Paid","Furniture/Equipment",6350,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",31,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"489",639,"0 <= ... < 200 EU",6,"Critical Account","Retraining",932,"Unknown","4 <= ... < 7 Years","< 20%","None","4 - 7 Years","Savings Agreement/Life Insurance",39,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"490",640,"No Account",12,"Existing Paid","Car(New)",2859,"Unknown","Unemployed","> 35%","None","> 7 Years","Unknown",38,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"491",641,"0 <= ... < 200 EU",12,"Existing Paid","Car(New)",685,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",25,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"492",642,"0 <= ... < 200 EU",18,"Existing Paid","Business",1913,">= 1000 EU","< 1 Year","25% - 35%","None","4 - 7 Years","Real Estate",36,"Bank","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"493",643,"< 0 EU",21,"Existing Paid","Radio/Television",1835,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Real Estate",25,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"494",644,"< 0 EU",6,"Existing Paid","Car(New)",1374,"Unknown","Unemployed","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",75,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"495",645,"< 0 EU",18,"Existing Paid","Radio/Television",1882,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",25,"Bank","Rent","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"496",646,"No Account",24,"Existing Paid","Radio/Television",2284,"< 100 EU","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Car or Other",28,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"497",647,">= 200 EU",6,"Delay Paid","Radio/Television",683,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Savings Agreement/Life Insurance",29,"Bank","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"498",648,"No Account",10,"Existing Paid","Car(New)",1287,"Unknown",">= 7 Years","> 35%","Co-Applicant","1 - 4 Years","Savings Agreement/Life Insurance",45,"None","Own","1","Unskilled Resident","< 3","None","No","Good","Male","Single"
"499",649,"< 0 EU",15,"Existing Paid","Car(New)",2511,"< 100 EU","Unemployed","< 20%","None","> 7 Years","Car or Other",23,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"500",650,"No Account",6,"Critical Account","Radio/Television",1237,"100 <= ... < 500 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Savings Agreement/Life Insurance",27,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"501",651,"No Account",24,"Existing Paid","Car(New)",2255,"Unknown","< 1 Year","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",54,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"502",652,"No Account",24,"Critical Account","Repairs",5507,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Unknown",44,"None","For Free","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"503",653,"No Account",24,"Existing Paid","Car(New)",1393,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Guarantor","1 - 4 Years","Real Estate",31,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"504",654,"No Account",24,"Existing Paid","Car(New)",7393,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",43,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"505",655,"< 0 EU",18,"Existing Paid","Radio/Television",2389,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Car or Other",27,"Stores","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"506",656,"0 <= ... < 200 EU",24,"Delay Paid","Furniture/Equipment",2064,"< 100 EU","Unemployed","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",34,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"507",657,"No Account",15,"Existing Paid","Furniture/Equipment",2708,"< 100 EU","< 1 Year","20% - 25%","None","4 - 7 Years","Savings Agreement/Life Insurance",27,"Bank","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"508",658,"No Account",18,"Delay Paid","Radio/Television",2320,"< 100 EU","Unemployed","20% - 25%","None","4 - 7 Years","Real Estate",34,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"509",659,"0 <= ... < 200 EU",24,"Existing Paid","Radio/Television",5084,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",42,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"510",660,"< 0 EU",12,"Existing Paid","Furniture/Equipment",3590,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","1 - 4 Years","Savings Agreement/Life Insurance",29,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"511",661,"< 0 EU",48,"None Taken","Car(Used)",4605,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Unknown",24,"None","For Free","2 or 3","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"512",662,"No Account",15,"Critical Account","Radio/Television",1459,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",43,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
