Feature 1,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Sex,Marital.Status,ID,Creditability,Naive Bayes,Naive Bayes (Bad),Naive Bayes (Good)
632.0,No Account,9.0,Existing Paid,Radio/Television,2753.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,Co-Applicant,> 7 Years,Car or Other,35.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,782.0,Good,Good,0.01918550450441579,0.9808144954955843
432.0,No Account,15.0,Existing Paid,Furniture/Equipment,2221.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,582.0,Good,Good,0.195688793726141,0.804311206273859
604.0,No Account,9.0,Existing Paid,Radio/Television,2697.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,32.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,754.0,Good,Good,0.009881816878025074,0.9901181831219749
443.0,No Account,36.0,Critical Account,Car(New),3535.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,37.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,593.0,Good,Good,0.0884878608991723,0.9115121391008277
437.0,No Account,12.0,Critical Account,Car(New),926.0,< 100 EU,Unemployed,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,38.0,None,Own,1,Unemployed Non-resident,< 3,None,Yes,Female,Divorced/Separated/Married,587.0,Good,Good,0.15975523812331116,0.8402447618766888
248.0,< 0 EU,24.0,Existing Paid,Car(New),1442.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,398.0,Bad,Bad,0.8576908166773666,0.1423091833226334
587.0,0 <= ... < 200 EU,30.0,Existing Paid,Furniture/Equipment,3441.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,> 7 Years,Car or Other,21.0,Bank,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,737.0,Bad,Bad,0.9713638078022311,0.028636192197768928
570.0,No Account,12.0,Critical Account,Education,2748.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,57.0,Bank,For Free,4 or 5,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,720.0,Good,Bad,0.5557361717028204,0.4442638282971797
91.0,>= 200 EU,36.0,Existing Paid,Radio/Television,4473.0,< 100 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,31.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,241.0,Good,Good,0.3026865833194414,0.6973134166805587
651.0,< 0 EU,24.0,Existing Paid,Car(New),3123.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,801.0,Bad,Bad,0.7457043420158277,0.2542956579841723
182.0,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,1092.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,> 7 Years,Real Estate,49.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,332.0,Good,Good,0.08178787311053867,0.9182121268894612
791.0,No Account,15.0,Existing Paid,Radio/Television,3568.0,< 100 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,54.0,Bank,Rent,1,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,941.0,Good,Good,0.23903499503939052,0.7609650049606096
555.0,< 0 EU,12.0,Existing Paid,Car(New),3651.0,>= 1000 EU,1 <= ... < 4 Years,< 20%,None,4 - 7 Years,Savings Agreement/Life Insurance,31.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,705.0,Good,Good,0.4370342395840098,0.5629657604159902
291.0,< 0 EU,24.0,Existing Paid,Business,6568.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,21.0,Stores,Own,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,441.0,Good,Bad,0.8264530100385152,0.17354698996148485
159.0,No Account,15.0,Critical Account,Radio/Television,1829.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,46.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,309.0,Good,Good,0.010121232476566338,0.9898787675234337
70.0,< 0 EU,6.0,Critical Account,Car(New),860.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Unknown,39.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,220.0,Good,Good,0.2735919172736568,0.7264080827263433
518.0,< 0 EU,36.0,Critical Account,Furniture/Equipment,6229.0,< 100 EU,< 1 Year,> 35%,Co-Applicant,> 7 Years,Unknown,23.0,None,Rent,2 or 3,Unskilled Resident,< 3,Registered,Yes,Female,Divorced/Separated/Married,668.0,Bad,Bad,0.9869849749027593,0.013015025097240725
132.0,0 <= ... < 200 EU,24.0,Critical Account,Business,1935.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,31.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,282.0,Bad,Good,0.12378277755281163,0.8762172224471884
45.0,< 0 EU,15.0,Existing Paid,Car(New),1721.0,< 100 EU,< 1 Year,20% - 25%,None,4 - 7 Years,Real Estate,36.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,195.0,Good,Good,0.27250532642383346,0.7274946735761665
71.0,0 <= ... < 200 EU,12.0,Existing Paid,Business,1037.0,100 <= ... < 500 EU,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Real Estate,39.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,221.0,Good,Good,0.09268300213801388,0.9073169978619862
692.0,0 <= ... < 200 EU,48.0,Delay Paid,Business,6681.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,38.0,None,For Free,1,Skilled Official,>= 3,Registered,Yes,Male,Single,842.0,Good,Bad,0.7504261870931825,0.2495738129068175
356.0,No Account,24.0,Critical Account,Car(Used),4042.0,Unknown,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Savings Agreement/Life Insurance,43.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,506.0,Good,Good,0.007164300413493815,0.9928356995865061
445.0,< 0 EU,15.0,Existing Paid,Furniture/Equipment,1845.0,< 100 EU,< 1 Year,> 35%,Guarantor,< 1 Year,Savings Agreement/Life Insurance,46.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,595.0,Good,Bad,0.6782458169257894,0.32175418307421044
762.0,>= 200 EU,10.0,Existing Paid,Furniture/Equipment,1275.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,912.0,Good,Good,0.28605889659523365,0.7139411034047664
136.0,No Account,12.0,Critical Account,Radio/Television,618.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,56.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,286.0,Good,Good,0.008003230407096924,0.9919967695929031
83.0,0 <= ... < 200 EU,18.0,Critical Account,Car(New),1056.0,< 100 EU,>= 7 Years,25% - 35%,Guarantor,4 - 7 Years,Real Estate,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,233.0,Bad,Good,0.11761899635599767,0.8823810036440024
166.0,0 <= ... < 200 EU,36.0,Existing Paid,Radio/Television,4795.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Unknown,30.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,316.0,Good,Bad,0.841865892266068,0.158134107733932
165.0,0 <= ... < 200 EU,18.0,Critical Account,Furniture/Equipment,1928.0,< 100 EU,< 1 Year,20% - 25%,None,1 - 4 Years,Real Estate,31.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,315.0,Bad,Good,0.12183954873272974,0.8781604512672703
29.0,>= 200 EU,9.0,Existing Paid,Radio/Television,745.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,28.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,179.0,Bad,Good,0.03980114739356572,0.9601988526064342
449.0,< 0 EU,24.0,Existing Paid,Radio/Television,1603.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,55.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,599.0,Good,Good,0.4948676231902809,0.505132376809719
194.0,0 <= ... < 200 EU,12.0,Existing Paid,Car(Used),2028.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,30.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,344.0,Good,Good,0.0766549290782861,0.9233450709217138
240.0,0 <= ... < 200 EU,12.0,Critical Account,Appliances,1424.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,390.0,Good,Good,0.40064689641901147,0.5993531035809885
725.0,>= 200 EU,12.0,Delay Paid,Car(New),2247.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,36.0,Stores,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,875.0,Good,Good,0.17781147315891024,0.8221885268410897
731.0,No Account,36.0,None Taken,Repairs,2613.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,27.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,881.0,Good,Good,0.31064853457112623,0.6893514654288738
137.0,No Account,6.0,Existing Paid,Repairs,660.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,287.0,Good,Good,0.01635639506311577,0.9836436049368842
665.0,No Account,21.0,None Taken,Car(New),5003.0,Unknown,1 <= ... < 4 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,29.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,815.0,Bad,Bad,0.5668812963279941,0.4331187036720059
312.0,< 0 EU,18.0,Delay Paid,Education,8471.0,Unknown,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Car or Other,23.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,462.0,Good,Bad,0.8481120622219176,0.15188793777808232
141.0,0 <= ... < 200 EU,8.0,Existing Paid,Radio/Television,760.0,< 100 EU,4 <= ... < 7 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,44.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,291.0,Good,Good,0.03305795423607186,0.9669420457639282
474.0,No Account,60.0,Critical Account,Car(New),13756.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,63.0,Bank,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,624.0,Good,Bad,0.5542807690530605,0.4457192309469395
7.0,>= 200 EU,10.0,Existing Paid,Car(New),1240.0,100 <= ... < 500 EU,>= 7 Years,< 20%,None,> 7 Years,Unknown,48.0,None,For Free,1,Unskilled Resident,>= 3,None,Yes,Female,Divorced/Separated/Married,157.0,Bad,Good,0.4322106883336358,0.5677893116663641
729.0,< 0 EU,24.0,All Paid,Furniture/Equipment,6872.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,55.0,Bank,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,879.0,Bad,Bad,0.9051620020795333,0.09483799792046657
756.0,0 <= ... < 200 EU,12.0,Existing Paid,Furniture/Equipment,983.0,>= 1000 EU,< 1 Year,< 20%,None,> 7 Years,Real Estate,19.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,906.0,Good,Good,0.38363929459052915,0.6163607054094709
74.0,0 <= ... < 200 EU,27.0,Critical Account,Radio/Television,2520.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,224.0,Bad,Good,0.12412632217349996,0.8758736778265
560.0,< 0 EU,18.0,Existing Paid,Furniture/Equipment,1131.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,710.0,Bad,Bad,0.7388629972492223,0.2611370027507776
300.0,< 0 EU,18.0,Existing Paid,Car(New),4380.0,100 <= ... < 500 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Car or Other,35.0,None,Own,1,Unskilled Resident,>= 3,Registered,Yes,Male,Single,450.0,Good,Bad,0.6610917009304014,0.3389082990695985
146.0,< 0 EU,18.0,Critical Account,Car(New),5302.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,36.0,None,For Free,4 or 5,Highly Qualified,< 3,Registered,Yes,Male,Single,296.0,Good,Bad,0.7397403710109968,0.2602596289890032
293.0,No Account,12.0,Existing Paid,Furniture/Equipment,763.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Real Estate,26.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,443.0,Good,Good,0.0670783442295145,0.9329216557704856
235.0,No Account,13.0,Existing Paid,Radio/Television,1409.0,100 <= ... < 500 EU,Unemployed,20% - 25%,None,> 7 Years,Real Estate,64.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,385.0,Good,Good,0.028495763588285986,0.971504236411714
221.0,No Account,18.0,Existing Paid,Furniture/Equipment,2515.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Real Estate,43.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,371.0,Good,Good,0.0497179377819615,0.9502820622180385
451.0,No Account,18.0,Critical Account,Radio/Television,1582.0,>= 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,46.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,601.0,Good,Good,0.013030014481333495,0.9869699855186664
381.0,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1282.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,531.0,Bad,Bad,0.7946965040960294,0.20530349590397048
133.0,< 0 EU,48.0,Existing Paid,Car(Used),4788.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,283.0,Good,Bad,0.6573535801975771,0.34264641980242294
376.0,0 <= ... < 200 EU,8.0,Existing Paid,Radio/Television,1414.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,33.0,None,Own,1,Skilled Official,< 3,None,No,Male,Single,526.0,Good,Good,0.011584378289313609,0.9884156217106864
405.0,0 <= ... < 200 EU,24.0,Critical Account,Car(Used),7758.0,>= 1000 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,29.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,555.0,Good,Bad,0.5565505256745971,0.443449474325403
523.0,No Account,10.0,Existing Paid,Car(Used),2848.0,100 <= ... < 500 EU,1 <= ... < 4 Years,< 20%,Co-Applicant,1 - 4 Years,Real Estate,32.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,673.0,Good,Good,0.025945528403691614,0.9740544715963083
750.0,No Account,18.0,Existing Paid,Furniture/Equipment,1984.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,47.0,Bank,For Free,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,900.0,Good,Good,0.4637500153372024,0.5362499846627977
427.0,< 0 EU,18.0,Existing Paid,Radio/Television,2600.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,65.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,577.0,Bad,Bad,0.7394055679620345,0.26059443203796556
42.0,0 <= ... < 200 EU,9.0,Existing Paid,Car(New),276.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,22.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,192.0,Good,Good,0.3383802207774564,0.6616197792225437
496.0,No Account,24.0,Existing Paid,Radio/Television,2284.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,28.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,646.0,Good,Good,0.04633012483462706,0.9536698751653728
109.0,0 <= ... < 200 EU,12.0,Existing Paid,Furniture/Equipment,951.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,> 7 Years,Car or Other,27.0,Bank,Rent,Above 6,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,259.0,Bad,Bad,0.9304229616398704,0.0695770383601295
345.0,No Account,24.0,Critical Account,Radio/Television,2424.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,53.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,495.0,Good,Good,0.013537817655598512,0.9864621823444014
57.0,No Account,12.0,Existing Paid,Furniture/Equipment,1123.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,29.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,207.0,Bad,Good,0.14619601645011746,0.8538039835498825
260.0,< 0 EU,24.0,Existing Paid,Furniture/Equipment,7721.0,Unknown,< 1 Year,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,30.0,None,Own,1,Skilled Official,< 3,Registered,No,Female,Divorced/Separated/Married,410.0,Good,Bad,0.5020122510599782,0.49798774894002185
480.0,0 <= ... < 200 EU,60.0,Existing Paid,Car(New),14027.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Unknown,27.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,630.0,Bad,Bad,0.8810546537252152,0.11894534627478476
626.0,No Account,24.0,All Paid,Business,1559.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,40.0,Bank,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,776.0,Good,Good,0.29042467246488946,0.7095753275351107
228.0,0 <= ... < 200 EU,8.0,Existing Paid,Business,907.0,< 100 EU,< 1 Year,25% - 35%,None,1 - 4 Years,Real Estate,26.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,378.0,Good,Good,0.244834220037364,0.7551657799626361
213.0,0 <= ... < 200 EU,30.0,Existing Paid,Car(New),2150.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Unknown,24.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,363.0,Bad,Bad,0.9246488659269931,0.0753511340730069
594.0,0 <= ... < 200 EU,24.0,All Paid,Education,1837.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,34.0,Bank,For Free,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,744.0,Bad,Bad,0.9842337950063206,0.015766204993679468
333.0,< 0 EU,30.0,Existing Paid,Repairs,11998.0,< 100 EU,< 1 Year,< 20%,None,< 1 Year,Unknown,34.0,Bank,Own,1,Unskilled Resident,< 3,Registered,Yes,Male,Divorced/Separated/Married,483.0,Bad,Bad,0.914532375947127,0.08546762405287298
25.0,< 0 EU,6.0,Existing Paid,Car(New),662.0,< 100 EU,< 1 Year,25% - 35%,None,> 7 Years,Real Estate,41.0,None,Own,1,Unskilled Resident,>= 3,Registered,Yes,Male,Single,175.0,Good,Good,0.21122714619804372,0.7887728538019563
781.0,< 0 EU,12.0,Existing Paid,Radio/Television,709.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,57.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,931.0,Bad,Good,0.09180579804598847,0.9081942019540116
352.0,0 <= ... < 200 EU,10.0,Existing Paid,Car(New),7308.0,< 100 EU,Unemployed,20% - 25%,None,> 7 Years,Unknown,70.0,Bank,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,502.0,Good,Bad,0.8842643090728742,0.11573569092712581
357.0,0 <= ... < 200 EU,18.0,Critical Account,Furniture/Equipment,6361.0,< 100 EU,>= 7 Years,20% - 25%,None,< 1 Year,Unknown,41.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,507.0,Good,Good,0.3453679920658726,0.6546320079341273
52.0,0 <= ... < 200 EU,39.0,Critical Account,Radio/Television,4933.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,Guarantor,1 - 4 Years,Real Estate,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,202.0,Bad,Good,0.09618362152996426,0.9038163784700357
332.0,No Account,48.0,Delay Paid,Radio/Television,12749.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Car or Other,37.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,482.0,Good,Good,0.03966994959410592,0.9603300504058941
734.0,No Account,15.0,Existing Paid,Appliances,874.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Real Estate,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,884.0,Good,Good,0.1030428642291337,0.8969571357708663
630.0,< 0 EU,48.0,Existing Paid,Car(New),3931.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,46.0,None,For Free,1,Skilled Official,>= 3,None,Yes,Male,Single,780.0,Bad,Bad,0.8818159434217225,0.11818405657827735
502.0,No Account,24.0,Critical Account,Repairs,5507.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,44.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,652.0,Good,Good,0.3687302416719643,0.6312697583280358
335.0,< 0 EU,24.0,Existing Paid,Furniture/Equipment,4020.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,27.0,Stores,Own,1,Skilled Official,< 3,None,Yes,Male,Single,485.0,Good,Bad,0.5599688391361123,0.44003116086388777
286.0,0 <= ... < 200 EU,45.0,Critical Account,Radio/Television,4746.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,24.0,Bank,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,436.0,Bad,Bad,0.7530969276046963,0.24690307239530382
19.0,< 0 EU,36.0,Critical Account,Furniture/Equipment,5371.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,Guarantor,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,169.0,Good,Good,0.4563173851230361,0.5436826148769639
585.0,< 0 EU,24.0,Existing Paid,Furniture/Equipment,2996.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,735.0,Bad,Good,0.4568282819811195,0.5431717180188804
749.0,< 0 EU,6.0,Critical Account,Car(New),609.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,37.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,899.0,Good,Good,0.1923685233589875,0.8076314766410125
84.0,0 <= ... < 200 EU,15.0,Existing Paid,Car(New),2631.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,28.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,234.0,Bad,Bad,0.5595777196866173,0.4404222803133826
62.0,0 <= ... < 200 EU,18.0,Existing Paid,Education,1239.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,61.0,None,For Free,1,Skilled Official,< 3,None,Yes,Male,Single,212.0,Good,Bad,0.6949500342469397,0.3050499657530603
463.0,< 0 EU,15.0,Existing Paid,Radio/Television,1053.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Real Estate,27.0,None,Own,1,Skilled Official,< 3,None,No,Male,Divorced/Separated/Married,613.0,Good,Good,0.18867656871596797,0.8113234312840321
292.0,0 <= ... < 200 EU,72.0,Existing Paid,Radio/Television,5595.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,442.0,Bad,Bad,0.5735466801659568,0.4264533198340433
448.0,< 0 EU,8.0,Critical Account,Car(New),713.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,47.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,598.0,Good,Good,0.09342409746624956,0.9065759025337503
183.0,0 <= ... < 200 EU,6.0,All Paid,Car(New),931.0,100 <= ... < 500 EU,< 1 Year,< 20%,None,< 1 Year,Savings Agreement/Life Insurance,32.0,Stores,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,333.0,Bad,Bad,0.640224064569578,0.3597759354304219
550.0,< 0 EU,12.0,Critical Account,Car(New),3499.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,Co-Applicant,1 - 4 Years,Real Estate,29.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,700.0,Bad,Bad,0.5844251435658262,0.4155748564341739
501.0,No Account,24.0,Existing Paid,Car(New),2255.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,54.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,651.0,Good,Good,0.08872795495273308,0.9112720450472669
224.0,No Account,12.0,Critical Account,Furniture/Equipment,1592.0,>= 1000 EU,4 <= ... < 7 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,35.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,374.0,Good,Good,0.01977942595936158,0.9802205740406383
425.0,No Account,27.0,Existing Paid,Car(New),2570.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,4 - 7 Years,Real Estate,21.0,None,Rent,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,575.0,Bad,Bad,0.5702548927488725,0.4297451072511275
