Sex,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Marital.Status,Creditability,ID,SVM,SVM (Bad),SVM (Good),Fold
Male,No Account,9.0,Existing Paid,Radio/Television,2697.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,32.0,None,Own,1,Skilled Official,>= 3,None,Yes,Single,Good,754.0,Good,0.10094861101905801,0.8990513889809417,1
Male,No Account,36.0,Critical Account,Car(New),3535.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,37.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,593.0,Good,0.18681555537139868,0.8131844446286012,1
Female,No Account,12.0,Critical Account,Car(New),926.0,< 100 EU,Unemployed,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,38.0,None,Own,1,Unemployed Non-resident,< 3,None,Yes,Divorced/Separated/Married,Good,587.0,Good,0.3036571468211638,0.6963428531788363,1
Female,< 0 EU,24.0,Existing Paid,Car(New),1442.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,398.0,Bad,0.5985780366203426,0.40142196337965746,1
Female,0 <= ... < 200 EU,30.0,Existing Paid,Furniture/Equipment,3441.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,> 7 Years,Car or Other,21.0,Bank,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,737.0,Bad,0.6637592697244066,0.33624073027559337,1
Female,No Account,12.0,Critical Account,Education,2748.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,57.0,Bank,For Free,4 or 5,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,720.0,Bad,0.42550947838510256,0.5744905216148976,1
Male,>= 200 EU,36.0,Existing Paid,Radio/Television,4473.0,< 100 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,31.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,241.0,Good,0.17928515868592462,0.8207148413140753,1
Female,< 0 EU,24.0,Existing Paid,Car(New),3123.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,801.0,Bad,0.4081560700837167,0.5918439299162833,1
Female,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,1092.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,> 7 Years,Real Estate,49.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,332.0,Bad,0.38611741855628157,0.6138825814437184,1
Female,No Account,15.0,Existing Paid,Radio/Television,3568.0,< 100 EU,>= 7 Years,> 35%,None,1 - 4 Years,Car or Other,54.0,Bank,Rent,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,941.0,Good,0.18306651617210118,0.8169334838278991,1
Male,< 0 EU,12.0,Existing Paid,Car(New),3651.0,>= 1000 EU,1 <= ... < 4 Years,< 20%,None,4 - 7 Years,Savings Agreement/Life Insurance,31.0,None,Own,1,Skilled Official,>= 3,None,Yes,Single,Good,705.0,Good,0.3485087778769097,0.6514912221230902,1
Male,< 0 EU,24.0,Existing Paid,Business,6568.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,21.0,Stores,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,441.0,Bad,0.3733077555767663,0.6266922444232336,1
Male,No Account,15.0,Critical Account,Radio/Television,1829.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,46.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,309.0,Good,0.13546618659055776,0.8645338134094422,1
Female,< 0 EU,6.0,Critical Account,Car(New),860.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Unknown,39.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,220.0,Bad,0.39807689269002117,0.6019231073099788,1
Female,< 0 EU,36.0,Critical Account,Furniture/Equipment,6229.0,< 100 EU,< 1 Year,> 35%,Co-Applicant,> 7 Years,Unknown,23.0,None,Rent,2 or 3,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Bad,668.0,Bad,0.6684390911872167,0.33156090881278333,1
Male,0 <= ... < 200 EU,24.0,Critical Account,Business,1935.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,31.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,282.0,Bad,0.5500220429601925,0.4499779570398074,1
Male,< 0 EU,15.0,Existing Paid,Car(New),1721.0,< 100 EU,< 1 Year,20% - 25%,None,4 - 7 Years,Real Estate,36.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,195.0,Good,0.2786700717984846,0.7213299282015154,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Business,1037.0,100 <= ... < 500 EU,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Real Estate,39.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Single,Good,221.0,Good,0.17046730329255447,0.8295326967074454,1
Male,0 <= ... < 200 EU,48.0,Delay Paid,Business,6681.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,38.0,None,For Free,1,Skilled Official,>= 3,Registered,Yes,Single,Good,842.0,Good,0.28811660620335144,0.7118833937966487,1
Male,No Account,24.0,Critical Account,Car(Used),4042.0,Unknown,4 <= ... < 7 Years,25% - 35%,None,> 7 Years,Savings Agreement/Life Insurance,43.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,506.0,Good,0.09811333301350778,0.9018866669864922,1
Female,< 0 EU,15.0,Existing Paid,Furniture/Equipment,1845.0,< 100 EU,< 1 Year,> 35%,Guarantor,< 1 Year,Savings Agreement/Life Insurance,46.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,595.0,Bad,0.3868320333089245,0.6131679666910755,1
Female,>= 200 EU,10.0,Existing Paid,Furniture/Equipment,1275.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,912.0,Good,0.20542142580868464,0.7945785741913152,1
Male,No Account,12.0,Critical Account,Radio/Television,618.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,56.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,286.0,Good,0.109334648411043,0.8906653515889571,1
Male,0 <= ... < 200 EU,18.0,Critical Account,Car(New),1056.0,< 100 EU,>= 7 Years,25% - 35%,Guarantor,4 - 7 Years,Real Estate,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Bad,233.0,Bad,0.5219229206138324,0.4780770793861676,1
Female,0 <= ... < 200 EU,36.0,Existing Paid,Radio/Television,4795.0,< 100 EU,< 1 Year,> 35%,None,< 1 Year,Unknown,30.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,316.0,Bad,0.39805916329241553,0.6019408367075844,1
Male,0 <= ... < 200 EU,18.0,Critical Account,Furniture/Equipment,1928.0,< 100 EU,< 1 Year,20% - 25%,None,1 - 4 Years,Real Estate,31.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Bad,315.0,Bad,0.3869383236420788,0.613061676357921,1
Female,>= 200 EU,9.0,Existing Paid,Radio/Television,745.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,28.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Bad,179.0,Good,0.3473401041680282,0.6526598958319718,1
Female,< 0 EU,24.0,Existing Paid,Radio/Television,1603.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,55.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,599.0,Good,0.3383224321263679,0.6616775678736322,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Car(Used),2028.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,30.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,344.0,Good,0.17006319708562295,0.8299368029143771,1
Male,0 <= ... < 200 EU,12.0,Critical Account,Appliances,1424.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,390.0,Good,0.155122577772937,0.844877422227063,1
Female,>= 200 EU,12.0,Delay Paid,Car(New),2247.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,36.0,Stores,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,875.0,Good,0.24649189768167964,0.7535081023183202,1
Male,No Account,36.0,None Taken,Repairs,2613.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,27.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,881.0,Good,0.09001180751337656,0.9099881924866235,1
Male,No Account,6.0,Existing Paid,Repairs,660.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,287.0,Good,0.27863773525743574,0.7213622647425644,1
Female,No Account,21.0,None Taken,Car(New),5003.0,Unknown,1 <= ... < 4 Years,< 20%,None,> 7 Years,Savings Agreement/Life Insurance,29.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,815.0,Bad,0.5775816863903804,0.4224183136096196,1
Female,< 0 EU,18.0,Delay Paid,Education,8471.0,Unknown,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Car or Other,23.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,462.0,Good,0.18252439383458105,0.8174756061654189,1
Female,0 <= ... < 200 EU,8.0,Existing Paid,Radio/Television,760.0,< 100 EU,4 <= ... < 7 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,44.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,291.0,Good,0.2567587791277538,0.7432412208722465,1
Male,No Account,60.0,Critical Account,Car(New),13756.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,63.0,Bank,For Free,1,Highly Qualified,< 3,Registered,Yes,Single,Good,624.0,Good,0.2974435430666449,0.7025564569333552,1
Female,>= 200 EU,10.0,Existing Paid,Car(New),1240.0,100 <= ... < 500 EU,>= 7 Years,< 20%,None,> 7 Years,Unknown,48.0,None,For Free,1,Unskilled Resident,>= 3,None,Yes,Divorced/Separated/Married,Bad,157.0,Bad,0.7457819699853941,0.254218030014606,1
Male,< 0 EU,24.0,All Paid,Furniture/Equipment,6872.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,55.0,Bank,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,879.0,Bad,0.6826218752095089,0.3173781247904914,1
Female,0 <= ... < 200 EU,12.0,Existing Paid,Furniture/Equipment,983.0,>= 1000 EU,< 1 Year,< 20%,None,> 7 Years,Real Estate,19.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,906.0,Bad,0.42444414971334876,0.5755558502866511,1
Male,0 <= ... < 200 EU,27.0,Critical Account,Radio/Television,2520.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Bad,224.0,Bad,0.5225544104664066,0.4774455895335934,1
Female,< 0 EU,18.0,Existing Paid,Furniture/Equipment,1131.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,710.0,Bad,0.42384209018547575,0.5761579098145244,1
Male,< 0 EU,18.0,Existing Paid,Car(New),4380.0,100 <= ... < 500 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Car or Other,35.0,None,Own,1,Unskilled Resident,>= 3,Registered,Yes,Single,Good,450.0,Bad,0.37244214786359636,0.6275578521364037,1
Male,< 0 EU,18.0,Critical Account,Car(New),5302.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,36.0,None,For Free,4 or 5,Highly Qualified,< 3,Registered,Yes,Single,Good,296.0,Bad,0.48853530280975394,0.5114646971902462,1
Female,No Account,12.0,Existing Paid,Furniture/Equipment,763.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Real Estate,26.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,443.0,Good,0.16922520497066074,0.8307747950293395,1
Female,No Account,13.0,Existing Paid,Radio/Television,1409.0,100 <= ... < 500 EU,Unemployed,20% - 25%,None,> 7 Years,Real Estate,64.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,385.0,Good,0.30178353434879585,0.6982164656512041,1
Male,No Account,18.0,Existing Paid,Furniture/Equipment,2515.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Real Estate,43.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,371.0,Good,0.11161771850476161,0.8883822814952383,1
Male,No Account,18.0,Critical Account,Radio/Television,1582.0,>= 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,46.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,601.0,Good,0.14852371722464003,0.8514762827753599,1
Female,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1282.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,531.0,Good,0.30573955331384767,0.6942604466861524,1
Male,< 0 EU,48.0,Existing Paid,Car(Used),4788.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,>= 3,None,Yes,Single,Good,283.0,Good,0.2938252588419912,0.7061747411580089,1
Male,0 <= ... < 200 EU,8.0,Existing Paid,Radio/Television,1414.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,33.0,None,Own,1,Skilled Official,< 3,None,No,Single,Good,526.0,Good,0.22483895884936228,0.7751610411506378,1
Female,0 <= ... < 200 EU,24.0,Critical Account,Car(Used),7758.0,>= 1000 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,29.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,555.0,Good,0.34371974654952936,0.6562802534504705,1
Male,No Account,10.0,Existing Paid,Car(Used),2848.0,100 <= ... < 500 EU,1 <= ... < 4 Years,< 20%,Co-Applicant,1 - 4 Years,Real Estate,32.0,None,Own,1,Skilled Official,>= 3,None,Yes,Single,Good,673.0,Good,0.24223222002584333,0.7577677799741565,1
Male,No Account,18.0,Existing Paid,Furniture/Equipment,1984.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,47.0,Bank,For Free,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,900.0,Good,0.21899574866271118,0.7810042513372891,1
Male,< 0 EU,18.0,Existing Paid,Radio/Television,2600.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,65.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Single,Bad,577.0,Bad,0.5622759736736687,0.4377240263263314,1
Male,0 <= ... < 200 EU,9.0,Existing Paid,Car(New),276.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Real Estate,22.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,192.0,Good,0.30051846218093337,0.6994815378190666,1
Male,No Account,24.0,Existing Paid,Radio/Television,2284.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,28.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,646.0,Good,0.1628274072104449,0.837172592789555,1
Female,0 <= ... < 200 EU,12.0,Existing Paid,Furniture/Equipment,951.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,> 7 Years,Car or Other,27.0,Bank,Rent,Above 6,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,259.0,Bad,0.5,0.5,1
Male,No Account,24.0,Critical Account,Radio/Television,2424.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,53.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,495.0,Good,0.12206459569410717,0.8779354043058928,1
Female,No Account,12.0,Existing Paid,Furniture/Equipment,1123.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,29.0,None,Rent,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Bad,207.0,Bad,0.5063080536245901,0.4936919463754101,1
Female,< 0 EU,24.0,Existing Paid,Furniture/Equipment,7721.0,Unknown,< 1 Year,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,30.0,None,Own,1,Skilled Official,< 3,Registered,No,Divorced/Separated/Married,Good,410.0,Good,0.22981352997182905,0.7701864700281708,1
Male,0 <= ... < 200 EU,60.0,Existing Paid,Car(New),14027.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Unknown,27.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Bad,630.0,Bad,0.565724861596242,0.43427513840375814,1
Male,No Account,24.0,All Paid,Business,1559.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,40.0,Bank,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,776.0,Good,0.17023771804430637,0.8297622819556936,1
Male,0 <= ... < 200 EU,8.0,Existing Paid,Business,907.0,< 100 EU,< 1 Year,25% - 35%,None,1 - 4 Years,Real Estate,26.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,378.0,Good,0.32836530105723044,0.6716346989427696,1
Female,0 <= ... < 200 EU,30.0,Existing Paid,Car(New),2150.0,< 100 EU,1 <= ... < 4 Years,> 35%,Guarantor,1 - 4 Years,Unknown,24.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,363.0,Bad,0.5136569884119309,0.4863430115880692,1
Female,0 <= ... < 200 EU,24.0,All Paid,Education,1837.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,34.0,Bank,For Free,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Bad,744.0,Bad,0.5213158692863417,0.47868413071365834,1
Male,< 0 EU,30.0,Existing Paid,Repairs,11998.0,< 100 EU,< 1 Year,< 20%,None,< 1 Year,Unknown,34.0,Bank,Own,1,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Bad,483.0,Bad,0.5100142104852738,0.48998578951472604,1
Male,< 0 EU,6.0,Existing Paid,Car(New),662.0,< 100 EU,< 1 Year,25% - 35%,None,> 7 Years,Real Estate,41.0,None,Own,1,Unskilled Resident,>= 3,Registered,Yes,Single,Good,175.0,Good,0.28035466593540165,0.7196453340645984,1
Male,< 0 EU,12.0,Existing Paid,Radio/Television,709.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,57.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Single,Bad,931.0,Good,0.2274902448053841,0.7725097551946158,1
Male,0 <= ... < 200 EU,10.0,Existing Paid,Car(New),7308.0,< 100 EU,Unemployed,20% - 25%,None,> 7 Years,Unknown,70.0,Bank,For Free,1,Highly Qualified,< 3,Registered,Yes,Single,Good,502.0,Good,0.32604769590080734,0.6739523040991927,1
Male,0 <= ... < 200 EU,18.0,Critical Account,Furniture/Equipment,6361.0,< 100 EU,>= 7 Years,20% - 25%,None,< 1 Year,Unknown,41.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,507.0,Good,0.35429921235231226,0.6457007876476878,1
Male,0 <= ... < 200 EU,39.0,Critical Account,Radio/Television,4933.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,Guarantor,1 - 4 Years,Real Estate,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Bad,202.0,Bad,0.40500202230389437,0.5949979776961056,1
Male,No Account,48.0,Delay Paid,Radio/Television,12749.0,500 <= ... < 1000 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Car or Other,37.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Good,482.0,Good,0.1452361714386475,0.8547638285613522,1
Female,No Account,15.0,Existing Paid,Appliances,874.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Real Estate,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,884.0,Good,0.28469911484505345,0.7153008851549464,1
Male,< 0 EU,48.0,Existing Paid,Car(New),3931.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Unknown,46.0,None,For Free,1,Skilled Official,>= 3,None,Yes,Single,Bad,780.0,Bad,0.6613532006724284,0.3386467993275716,1
Male,No Account,24.0,Critical Account,Repairs,5507.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,44.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,652.0,Bad,0.4253319402301438,0.5746680597698562,1
Male,< 0 EU,24.0,Existing Paid,Furniture/Equipment,4020.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,27.0,Stores,Own,1,Skilled Official,< 3,None,Yes,Single,Good,485.0,Good,0.32767977834856093,0.6723202216514389,1
Male,0 <= ... < 200 EU,45.0,Critical Account,Radio/Television,4746.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,24.0,Bank,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Bad,436.0,Bad,0.5857537884932424,0.41424621150675767,1
Male,< 0 EU,36.0,Critical Account,Furniture/Equipment,5371.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,Guarantor,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,169.0,Bad,0.38059403891988614,0.6194059610801139,1
Male,< 0 EU,24.0,Existing Paid,Furniture/Equipment,2996.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,735.0,Bad,0.390260875985104,0.609739124014896,1
Female,< 0 EU,6.0,Critical Account,Car(New),609.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,37.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,899.0,Good,0.16722801986238467,0.8327719801376153,1
Female,0 <= ... < 200 EU,15.0,Existing Paid,Car(New),2631.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,> 7 Years,Car or Other,28.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,234.0,Bad,0.5532527629701586,0.44674723702984126,1
Male,0 <= ... < 200 EU,18.0,Existing Paid,Education,1239.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Unknown,61.0,None,For Free,1,Skilled Official,< 3,None,Yes,Single,Good,212.0,Good,0.30560284221452294,0.6943971577854771,1
Male,< 0 EU,15.0,Existing Paid,Radio/Television,1053.0,< 100 EU,< 1 Year,> 35%,None,1 - 4 Years,Real Estate,27.0,None,Own,1,Skilled Official,< 3,None,No,Divorced/Separated/Married,Good,613.0,Good,0.25268413925610606,0.7473158607438941,1
Male,0 <= ... < 200 EU,72.0,Existing Paid,Radio/Television,5595.0,100 <= ... < 500 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,24.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,442.0,Bad,0.6983031824030577,0.3016968175969425,1
Male,< 0 EU,8.0,Critical Account,Car(New),713.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,47.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Good,598.0,Good,0.18978156300049584,0.8102184369995042,1
Female,0 <= ... < 200 EU,6.0,All Paid,Car(New),931.0,100 <= ... < 500 EU,< 1 Year,< 20%,None,< 1 Year,Savings Agreement/Life Insurance,32.0,Stores,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Bad,333.0,Bad,0.6224330182271,0.37756698177290016,1
Female,< 0 EU,12.0,Critical Account,Car(New),3499.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,Co-Applicant,1 - 4 Years,Real Estate,29.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,700.0,Bad,0.5656664441043652,0.4343335558956349,1
Male,No Account,24.0,Existing Paid,Car(New),2255.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,54.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,651.0,Good,0.25015936233905184,0.7498406376609481,1
Female,No Account,12.0,Critical Account,Furniture/Equipment,1592.0,>= 1000 EU,4 <= ... < 7 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,35.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,374.0,Good,0.1953721807115943,0.8046278192884058,1
Female,No Account,27.0,Existing Paid,Car(New),2570.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,4 - 7 Years,Real Estate,21.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,575.0,Bad,0.37170447834423775,0.6282955216557622,1
Female,No Account,12.0,Existing Paid,Radio/Television,2073.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,Co-Applicant,1 - 4 Years,Real Estate,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,618.0,Bad,0.3761465467571733,0.6238534532428267,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Repairs,639.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,30.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,470.0,Bad,0.4491712411843984,0.5508287588156014,1
Male,No Account,7.0,Critical Account,Radio/Television,730.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,46.0,None,Rent,2 or 3,Unskilled Resident,< 3,Registered,Yes,Single,Good,479.0,Good,0.12023504036430663,0.8797649596356932,1
Male,0 <= ... < 200 EU,24.0,Existing Paid,Furniture/Equipment,4057.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,None,4 - 7 Years,Car or Other,43.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Bad,594.0,Bad,0.46060860026835637,0.5393913997316436,1
